block,species,chr,chr_beg,chr_end,orientation
490,NZ_CP019708.1,1,4267272,4280636,-
490,NZ_CP064117.1,1,3185193,3198557,+
490,NZ_CP006792.1,1,22907,36271,-
490,NC_014029.1,1,2979791,2993156,-
490,NC_008150.1,1,2772364,2785744,+
490,NZ_CP009844.1,1,1692786,1706150,+
490,NZ_CP045149.1,1,1048399,1061763,-
490,NC_010159.1,1,1906344,1919727,+
490,NZ_CP009906.1,1,1159365,1172745,+
490,NZ_CP006748.1,1,4102690,4116069,-
490,NZ_CP009704.1,1,1675376,1688740,+
490,NZ_CP064124.1,1,1211007,1224357,+
490,NZ_CP045163.1,1,3137758,3151122,+
490,NC_017265.1,1,3136604,3149968,+
489,NZ_CP033690.1,1,4367411,4376820,+
489,NC_017154.1,1,3064023,3073432,+
489,NC_003143.1,1,2936576,2945969,-
489,NZ_CP009723.1,1,983530,992939,+
489,NZ_CP016273.1,1,2578913,2588306,-
489,NZ_CP064125.1,1,1175780,1185173,-
489,NZ_CP045145.1,1,1310416,1319809,-
489,NZ_CP009991.1,1,3592512,3601905,-
489,NZ_CP045258.1,1,3344616,3354025,+
489,NZ_CP064120.1,1,3070443,3079852,+
489,NZ_CP064127.1,1,641886,651279,-
489,NZ_CP009785.1,1,2720310,2729719,+
489,NC_017168.1,1,2816451,2825860,+
489,NZ_CP010247.1,1,4455195,4464604,+
489,NC_005810.1,1,1172976,1182385,+
489,NC_017160.1,1,2917821,2927214,-
489,NZ_CP019708.1,1,4280638,4290031,-
489,NZ_CP064117.1,1,3175783,3185192,+
489,NZ_CP006792.1,1,36273,45666,-
489,NC_014029.1,1,2993158,3002551,-
489,NC_008150.1,1,2762970,2772363,+
489,NZ_CP009844.1,1,1683376,1692785,+
489,NZ_CP045149.1,1,1061765,1071158,-
489,NC_010159.1,1,1896255,1905635,+
489,NZ_CP009906.1,1,1149971,1159364,+
489,NZ_CP006748.1,1,4116071,4125464,-
489,NZ_CP009704.1,1,1665966,1675375,+
489,NZ_CP064124.1,1,1201597,1211006,+
489,NZ_CP045163.1,1,3128348,3137757,+
489,NC_017265.1,1,3127194,3136603,+
488,NZ_CP033690.1,1,4357685,4366517,+
488,NC_017154.1,1,3054297,3063129,+
488,NC_003143.1,1,2946721,2955553,-
488,NZ_CP009723.1,1,973962,982794,+
488,NZ_CP016273.1,1,2589058,2597890,-
488,NZ_CP064125.1,1,1186083,1194915,-
488,NZ_CP045145.1,1,1320719,1329551,-
488,NZ_CP009991.1,1,3602815,3611647,-
488,NZ_CP045258.1,1,3334890,3343722,+
488,NZ_CP064120.1,1,3060718,3069549,+
488,NZ_CP064127.1,1,652189,661019,-
488,NZ_CP009785.1,1,2710742,2719574,+
488,NC_017168.1,1,2806883,2815715,+
488,NZ_CP010247.1,1,4445469,4454301,+
488,NC_005810.1,1,1163250,1172082,+
488,NC_017160.1,1,2928281,2937114,-
488,NZ_CP019708.1,1,4290783,4299615,-
488,NZ_CP064117.1,1,3166058,3174889,+
488,NZ_CP006792.1,1,46576,55407,-
488,NC_014029.1,1,3003303,3012136,-
488,NC_008150.1,1,2753244,2762076,+
488,NZ_CP009844.1,1,1673808,1682640,+
488,NZ_CP045149.1,1,1072068,1080900,-
488,NC_010159.1,1,346695,355508,-
488,NZ_CP009906.1,1,1140245,1149077,+
488,NZ_CP006748.1,1,4126216,4135048,-
488,NZ_CP009704.1,1,1656240,1665072,+
488,NZ_CP064124.1,1,1191871,1200703,+
488,NZ_CP045163.1,1,3118623,3127454,+
488,NC_017265.1,1,3117468,3126300,+
487,NZ_CP033690.1,1,4344705,4356975,+
487,NC_017154.1,1,3041334,3053587,+
487,NC_003143.1,1,2956263,2968532,-
487,NZ_CP009723.1,1,960982,973252,+
487,NZ_CP016273.1,1,2598600,2610869,-
487,NZ_CP064125.1,1,1195625,1207894,-
487,NZ_CP045145.1,1,1330261,1342530,-
487,NZ_CP009991.1,1,3612358,3624627,-
487,NZ_CP045258.1,1,3321910,3334180,+
487,NZ_CP064120.1,1,3047738,3060008,+
487,NZ_CP064127.1,1,661730,673999,-
487,NZ_CP009785.1,1,2697762,2710032,+
487,NC_017168.1,1,2793903,2806173,+
487,NZ_CP010247.1,1,4433199,4445467,+
487,NC_005810.1,1,1150979,1163248,+
487,NC_017160.1,1,2937824,2950094,-
487,NZ_CP019708.1,1,4300325,4312581,-
487,NZ_CP064117.1,1,3153078,3165348,+
487,NZ_CP006792.1,1,56117,68386,-
487,NC_014029.1,1,3012846,3025115,-
487,NC_008150.1,1,2740264,2752534,+
487,NZ_CP009844.1,1,1660828,1673098,+
487,NZ_CP045149.1,1,1081610,1093879,-
487,NC_010159.1,1,332265,344535,+
487,NZ_CP009906.1,1,1127265,1139535,+
487,NZ_CP006748.1,1,4135049,4147317,-
487,NZ_CP009704.1,1,1643260,1655530,+
487,NZ_CP064124.1,1,1179601,1191869,+
487,NZ_CP045163.1,1,3105643,3117913,+
487,NC_017265.1,1,3104488,3116758,+
486,NZ_CP033690.1,1,4342420,4344359,+
486,NC_017154.1,1,3039049,3040988,+
486,NC_003143.1,1,2968878,2970817,-
486,NZ_CP009723.1,1,958698,960636,+
486,NZ_CP016273.1,1,2611215,2613154,-
486,NZ_CP045145.1,1,1342876,1344815,-
486,NZ_CP009991.1,1,3624973,3626911,-
486,NZ_CP045258.1,1,3319625,3321564,+
486,NZ_CP064120.1,1,3045453,3047392,+
486,NC_017168.1,1,2791618,2793557,+
486,NC_017160.1,1,2950440,2952379,-
486,NZ_CP019708.1,1,4312927,4314866,-
486,NZ_CP064117.1,1,3150793,3152732,+
486,NC_014029.1,1,3025461,3027400,-
486,NZ_CP045149.1,1,1094225,1096164,-
486,NZ_CP045163.1,1,3103358,3105297,+
486,NC_017265.1,1,3102203,3104142,+
485,NZ_CP033690.1,1,4331965,4341481,+
485,NC_017154.1,1,3028611,3038110,+
485,NC_003143.1,1,2971756,2981255,-
485,NZ_CP009723.1,1,948261,957759,+
485,NZ_CP016273.1,1,2614093,2623592,-
485,NZ_CP064125.1,1,1211119,1220636,-
485,NZ_CP045145.1,1,1345754,1355271,-
485,NZ_CP009991.1,1,3627850,3637366,-
485,NZ_CP045258.1,1,3309170,3318686,+
485,NZ_CP064120.1,1,3034981,3044514,+
485,NZ_CP064127.1,1,2721420,2730923,+
485,NZ_CP009785.1,1,2685042,2694540,+
485,NC_017168.1,1,2781181,2790679,+
485,NZ_CP010247.1,1,2383950,2393455,-
485,NC_005810.1,1,2719385,2728920,-
485,NC_017160.1,1,2953318,2962817,-
485,NZ_CP019708.1,1,4315805,4325294,-
485,NZ_CP064117.1,1,3140322,3149854,+
485,NZ_CP006792.1,1,71609,81143,-
485,NC_014029.1,1,3028339,3037838,-
485,NC_008150.1,1,2660840,2670350,-
485,NZ_CP009844.1,1,1004930,1014429,-
485,NZ_CP045149.1,1,1097103,1106620,-
485,NC_010159.1,1,3758025,3767525,-
485,NZ_CP009906.1,1,1047845,1057355,-
485,NZ_CP006748.1,1,1634366,1643871,-
485,NZ_CP009704.1,1,1630519,1640035,+
485,NZ_CP064124.1,1,3169062,3178577,+
485,NZ_CP045163.1,1,3092886,3102419,+
485,NC_017265.1,1,3091748,3101264,+
484,NZ_CP033690.1,1,4265649,4330951,+
484,NC_017154.1,1,2962271,3027597,+
484,NC_003143.1,1,2983592,3048934,-
484,NZ_CP009723.1,1,880560,945924,+
484,NZ_CP016273.1,1,2625929,2691278,-
484,NZ_CP064125.1,1,1221650,1286938,-
484,NZ_CP045145.1,1,1356285,1421623,-
484,NZ_CP009991.1,1,3638380,3703670,-
484,NZ_CP045258.1,1,3242867,3308156,+
484,NZ_CP064120.1,1,2968696,3033967,+
484,NZ_CP064127.1,1,2655227,2720406,+
484,NZ_CP009785.1,1,2617377,2682705,+
484,NC_017168.1,1,2713474,2778844,+
484,NZ_CP010247.1,1,2394487,2459679,-
484,NC_005810.1,1,2731231,2796529,-
484,NC_017160.1,1,2963832,3029137,-
484,NZ_CP019708.1,1,4163915,4229175,+
484,NZ_CP064117.1,1,3074035,3139308,+
484,NZ_CP006792.1,1,82157,147422,-
484,NC_014029.1,1,3038852,3104163,-
484,NC_008150.1,1,2672694,2737978,-
484,NZ_CP009844.1,1,1016766,1082122,-
484,NZ_CP045149.1,1,1107634,1172870,-
484,NC_010159.1,1,3768539,3833694,-
484,NZ_CP009906.1,1,1059699,1124982,-
484,NZ_CP006748.1,1,1644903,1710078,-
484,NZ_CP009704.1,1,1564217,1629505,+
484,NZ_CP064124.1,1,2893224,2958485,+
484,NZ_CP045163.1,1,3026607,3091872,+
484,NC_017265.1,1,3025444,3090734,+
483,NZ_CP033690.1,1,4264354,4265647,+
483,NC_017154.1,1,2959016,2960315,+
483,NC_003143.1,1,3273787,3275086,+
483,NZ_CP009723.1,1,654433,655732,-
483,NZ_CP016273.1,1,2916108,2917407,+
483,NZ_CP064125.1,1,1286939,1288233,-
483,NZ_CP045145.1,1,1421624,1422918,-
483,NZ_CP009991.1,1,3703671,3704965,-
483,NZ_CP045258.1,1,3241572,3242865,+
483,NZ_CP064120.1,1,2967401,2968694,+
483,NZ_CP064127.1,1,2653932,2655225,+
483,NZ_CP009785.1,1,2391278,2392577,-
483,NC_017168.1,1,2618741,2620040,+
483,NZ_CP010247.1,1,2459680,2460974,-
483,NC_005810.1,1,2796530,2797824,-
483,NC_017160.1,1,3031092,3032391,-
483,NZ_CP019708.1,1,3939346,3940645,-
483,NZ_CP064117.1,1,3072740,3074033,+
483,NZ_CP006792.1,1,147423,148717,-
483,NC_014029.1,1,3106118,3107417,-
483,NC_008150.1,1,2656649,2657948,+
483,NZ_CP009844.1,1,1307021,1308320,+
483,NZ_CP045149.1,1,1172871,1174165,-
483,NC_010159.1,1,3833695,3834989,-
483,NZ_CP009906.1,1,1043654,1044953,+
483,NZ_CP006748.1,1,1710079,1711373,-
483,NZ_CP009704.1,1,1562922,1564215,+
483,NZ_CP064124.1,1,2891929,2893222,+
483,NZ_CP045163.1,1,3025312,3026605,+
483,NC_017265.1,1,3024149,3025442,+
482,NZ_CP033690.1,1,4253848,4262757,+
482,NC_017154.1,1,2948510,2957419,+
482,NC_003143.1,1,3263281,3272190,+
482,NZ_CP009723.1,1,657329,666238,-
482,NZ_CP016273.1,1,2905602,2914511,+
482,NZ_CP064125.1,1,1289830,1298737,-
482,NZ_CP045145.1,1,1424515,1433424,-
482,NZ_CP009991.1,1,3706562,3715470,-
482,NZ_CP045258.1,1,3231066,3239975,+
482,NZ_CP064120.1,1,2956895,2965804,+
482,NZ_CP064127.1,1,1062113,1071022,-
482,NZ_CP009785.1,1,2394174,2403083,-
482,NC_017168.1,1,2608235,2617144,+
482,NZ_CP010247.1,1,4039139,4048048,+
482,NC_005810.1,1,2801389,2810289,-
482,NC_017160.1,1,3033988,3042898,-
482,NZ_CP019708.1,1,3942242,3951151,-
482,NZ_CP064117.1,1,3062234,3071143,+
482,NZ_CP006792.1,1,150314,159223,-
482,NC_014029.1,1,3109014,3117924,-
482,NC_008150.1,1,2646143,2655052,+
482,NZ_CP009844.1,1,1296515,1305424,+
482,NZ_CP045149.1,1,1175762,1184671,-
482,NC_010159.1,1,3836586,3845469,-
482,NZ_CP009906.1,1,1033148,1042057,+
482,NZ_CP006748.1,1,66358,75267,-
482,NZ_CP009704.1,1,1552416,1561325,+
482,NZ_CP064124.1,1,2879463,2888372,+
482,NZ_CP045163.1,1,3014806,3023715,+
482,NC_017265.1,1,3013643,3022552,+
481,NZ_CP033690.1,1,4250914,4253671,+
481,NC_017154.1,1,2945576,2948333,+
481,NC_003143.1,1,3260347,3263104,+
481,NZ_CP009723.1,1,666414,669172,-
481,NZ_CP016273.1,1,2902668,2905425,+
481,NZ_CP064125.1,1,1298913,1301671,-
481,NZ_CP045145.1,1,1433600,1436358,-
481,NZ_CP009991.1,1,3715646,3718404,-
481,NZ_CP045258.1,1,3228132,3230889,+
481,NZ_CP064120.1,1,2953961,2956718,+
481,NZ_CP064127.1,1,1071198,1073956,-
481,NZ_CP009785.1,1,2403259,2406017,-
481,NC_017168.1,1,2605303,2608058,+
481,NZ_CP010247.1,1,4036217,4038962,+
481,NC_005810.1,1,2810465,2813223,-
481,NC_017160.1,1,3043074,3045832,-
481,NZ_CP019708.1,1,3951327,3954072,-
481,NZ_CP064117.1,1,3059300,3062057,+
481,NZ_CP006792.1,1,159399,162156,-
481,NC_014029.1,1,3118100,3120858,-
481,NC_008150.1,1,2643209,2645966,+
481,NZ_CP009844.1,1,1293581,1296338,+
481,NZ_CP045149.1,1,1184847,1187605,-
481,NC_010159.1,1,3845480,3848243,-
481,NZ_CP009906.1,1,1030214,1032971,+
481,NZ_CP006748.1,1,75443,78189,-
481,NZ_CP009704.1,1,1549482,1552239,+
481,NZ_CP064124.1,1,2876529,2879286,+
481,NZ_CP045163.1,1,3011872,3014629,+
481,NC_017265.1,1,3010709,3013466,+
480,NZ_CP033690.1,1,4243594,4250217,+
480,NC_017154.1,1,2938256,2944879,+
480,NC_003143.1,1,3253027,3259650,+
480,NZ_CP009723.1,1,669868,676491,-
480,NZ_CP016273.1,1,2895348,2901971,+
480,NZ_CP064125.1,1,1302368,1308991,-
480,NZ_CP045145.1,1,1437055,1443678,-
480,NZ_CP009991.1,1,3719101,3725723,-
480,NZ_CP045258.1,1,3220812,3227435,+
480,NZ_CP064120.1,1,2946640,2953264,+
480,NZ_CP064127.1,1,1074653,1081275,-
480,NZ_CP009785.1,1,2406714,2413337,-
480,NC_017168.1,1,2597983,2604606,+
480,NZ_CP010247.1,1,4028853,4035520,+
480,NC_005810.1,1,2813920,2820543,-
480,NC_017160.1,1,3046529,3053152,-
480,NZ_CP019708.1,1,3954769,3961392,-
480,NZ_CP064117.1,1,3051980,3058603,+
480,NZ_CP006792.1,1,162853,169476,-
480,NC_014029.1,1,3121555,3128178,-
480,NC_008150.1,1,2635889,2642512,+
480,NZ_CP009844.1,1,1286259,1292882,+
480,NZ_CP045149.1,1,1188302,1194910,-
480,NC_010159.1,1,3848940,3855554,-
480,NZ_CP009906.1,1,1022894,1029517,+
480,NZ_CP006748.1,1,78886,85553,-
480,NZ_CP009704.1,1,1542162,1548785,+
480,NZ_CP064124.1,1,2869210,2875832,+
480,NZ_CP045163.1,1,3004552,3011175,+
480,NC_017265.1,1,3003390,3010012,+
479,NZ_CP033690.1,1,4233899,4242807,+
479,NC_017154.1,1,2928572,2937469,+
479,NC_003143.1,1,3243344,3252240,+
479,NZ_CP009723.1,1,677277,686174,-
479,NZ_CP016273.1,1,2885665,2894561,+
479,NZ_CP064125.1,1,1309777,1318633,-
479,NZ_CP045145.1,1,1444464,1453357,-
479,NZ_CP009991.1,1,3726509,3735420,-
479,NZ_CP045258.1,1,3211169,3220025,+
479,NZ_CP064120.1,1,1676843,1685766,-
479,NZ_CP064127.1,1,1084006,1092935,-
479,NZ_CP009785.1,1,2414123,2423020,-
479,NC_017168.1,1,2588300,2597196,+
479,NZ_CP010247.1,1,4017192,4026122,+
479,NC_005810.1,1,2821329,2830222,-
479,NC_017160.1,1,3053938,3062834,-
479,NZ_CP019708.1,1,3962178,3971085,-
479,NZ_CP064117.1,1,3040311,3049234,+
479,NZ_CP006792.1,1,172221,181144,-
479,NC_014029.1,1,3128964,3137861,-
479,NC_008150.1,1,2626224,2635102,+
479,NZ_CP009844.1,1,1276576,1285472,+
479,NZ_CP045149.1,1,1195696,1204589,-
479,NC_010159.1,1,461261,470155,+
479,NZ_CP009906.1,1,1013229,1022107,+
479,NZ_CP006748.1,1,88284,97213,-
479,NZ_CP009704.1,1,1532465,1541375,+
479,NZ_CP064124.1,1,2859512,2868423,+
479,NZ_CP045163.1,1,2992883,3001806,+
479,NC_017265.1,1,2993693,3002603,+
478,NZ_CP033690.1,1,4222992,4233898,+
478,NC_017154.1,1,2916957,2927863,+
478,NC_003143.1,1,3231730,3242635,+
478,NZ_CP009723.1,1,686883,697788,-
478,NZ_CP016273.1,1,2874051,2884956,+
478,NZ_CP064125.1,1,1318635,1329541,-
478,NZ_CP045145.1,1,1453359,1464265,-
478,NZ_CP009991.1,1,3736129,3747035,-
478,NZ_CP045258.1,1,3200262,3211168,+
478,NZ_CP064120.1,1,1685768,1696656,-
478,NZ_CP064127.1,1,1092937,1103789,-
478,NZ_CP009785.1,1,2423729,2434634,-
478,NC_017168.1,1,2576686,2587591,+
478,NZ_CP010247.1,1,4006339,4017191,+
478,NC_005810.1,1,2830224,2841115,-
478,NC_017160.1,1,3063543,3074450,-
478,NZ_CP019708.1,1,3971087,3981993,-
478,NZ_CP064117.1,1,3029422,3040310,+
478,NZ_CP006792.1,1,181146,192034,-
478,NC_014029.1,1,3138570,3149475,-
478,NC_008150.1,1,2615317,2626223,+
478,NZ_CP009844.1,1,1264962,1275867,+
478,NZ_CP045149.1,1,1204591,1215497,-
478,NC_010159.1,1,450390,461260,+
478,NZ_CP009906.1,1,1002322,1013228,+
478,NZ_CP006748.1,1,97215,108067,-
478,NZ_CP009704.1,1,1520850,1531756,+
478,NZ_CP064124.1,1,2848605,2859511,+
478,NZ_CP045163.1,1,2981994,2992882,+
478,NC_017265.1,1,2982078,2992984,+
477,NZ_CP033690.1,1,4220389,4222319,+
477,NC_017154.1,1,2914192,2916284,+
477,NC_003143.1,1,3228965,3231057,+
477,NZ_CP009723.1,1,698460,700553,-
477,NZ_CP016273.1,1,2871286,2873378,+
477,NZ_CP064125.1,1,1330213,1332306,-
477,NZ_CP045145.1,1,1464937,1467030,-
477,NZ_CP009991.1,1,3747707,3749638,-
477,NZ_CP045258.1,1,3197497,3199589,+
477,NZ_CP064120.1,1,1697328,1699259,-
477,NZ_CP064127.1,1,1104461,1106554,-
477,NZ_CP009785.1,1,2435306,2437399,-
477,NC_017168.1,1,2573921,2576013,+
477,NZ_CP010247.1,1,4003574,4005666,+
477,NC_005810.1,1,2841787,2843874,-
477,NC_017160.1,1,3075122,3077215,-
477,NZ_CP019708.1,1,3982665,3984596,-
477,NZ_CP064117.1,1,3026819,3028749,+
477,NZ_CP006792.1,1,192706,194637,-
477,NC_014029.1,1,3150147,3152240,-
477,NC_008150.1,1,2612552,2614644,+
477,NZ_CP009844.1,1,1262197,1264289,+
477,NZ_CP045149.1,1,1216169,1218262,-
477,NC_010159.1,1,447625,449717,+
477,NZ_CP009906.1,1,999557,1001649,+
477,NZ_CP006748.1,1,108739,110832,-
477,NZ_CP009704.1,1,1518247,1520177,+
477,NZ_CP064124.1,1,2845840,2847932,+
477,NZ_CP045163.1,1,2979391,2981321,+
477,NC_017265.1,1,2979475,2981405,+
476,NZ_CP033690.1,1,4219056,4220387,+
476,NC_017154.1,1,2912859,2914190,+
476,NC_003143.1,1,3227632,3228963,+
476,NZ_CP009723.1,1,700554,701885,-
476,NZ_CP016273.1,1,2869953,2871284,+
476,NZ_CP064125.1,1,1332307,1333638,-
476,NZ_CP045145.1,1,1467031,1468362,-
476,NZ_CP009991.1,1,3749639,3750970,-
476,NZ_CP045258.1,1,3196164,3197495,+
476,NZ_CP064120.1,1,1699260,1700591,-
476,NZ_CP064127.1,1,1106555,1107886,-
476,NZ_CP009785.1,1,2437400,2438731,-
476,NC_017168.1,1,2572588,2573919,+
476,NZ_CP010247.1,1,4002241,4003572,+
476,NC_005810.1,1,3058735,3060079,+
476,NC_017160.1,1,3077216,3078547,-
476,NZ_CP019708.1,1,3984597,3985928,-
476,NZ_CP064117.1,1,3025486,3026817,+
476,NZ_CP006792.1,1,194638,195969,-
476,NC_014029.1,1,3152241,3153572,-
476,NC_008150.1,1,2611219,2612550,+
476,NZ_CP009844.1,1,1260864,1262195,+
476,NZ_CP045149.1,1,1218263,1219594,-
476,NC_010159.1,1,446292,447623,+
476,NZ_CP009906.1,1,998224,999555,+
476,NZ_CP006748.1,1,110833,112164,-
476,NZ_CP009704.1,1,1516914,1518245,+
476,NZ_CP064124.1,1,2844507,2845838,+
476,NZ_CP045163.1,1,2978058,2979389,+
476,NC_017265.1,1,2978142,2979473,+
475,NZ_CP033690.1,1,4217063,4218405,+
475,NC_017154.1,1,2910866,2912208,+
475,NC_003143.1,1,3225639,3226981,+
475,NZ_CP009723.1,1,702537,703717,-
475,NZ_CP016273.1,1,2867960,2869302,+
475,NZ_CP064125.1,1,1334290,1335470,-
475,NZ_CP045145.1,1,1469014,1470194,-
475,NZ_CP009991.1,1,3751622,3752802,-
475,NZ_CP045258.1,1,3194171,3195513,+
475,NZ_CP064120.1,1,1701243,1702423,-
475,NZ_CP064127.1,1,1108538,1109718,-
475,NZ_CP009785.1,1,2439383,2440563,-
475,NC_017168.1,1,2570636,2571937,+
475,NZ_CP010247.1,1,4000248,4001590,+
475,NC_005810.1,1,3056742,3058084,+
475,NC_017160.1,1,3079199,3080379,-
475,NZ_CP019708.1,1,3986580,3987760,-
475,NZ_CP064117.1,1,3023493,3024835,+
475,NZ_CP006792.1,1,196621,197801,-
475,NC_014029.1,1,3154224,3155404,-
475,NC_008150.1,1,2609226,2610568,+
475,NZ_CP009844.1,1,1258871,1260213,+
475,NZ_CP045149.1,1,1220246,1221426,-
475,NC_010159.1,1,444299,445641,+
475,NZ_CP009906.1,1,996231,997573,+
475,NZ_CP006748.1,1,112816,113996,-
475,NZ_CP009704.1,1,1514921,1516263,+
475,NZ_CP064124.1,1,2842514,2843856,+
475,NZ_CP045163.1,1,2976065,2977407,+
475,NC_017265.1,1,2976149,2977491,+
474,NZ_CP033690.1,1,4202926,4216879,+
474,NC_017154.1,1,2896728,2910682,+
474,NC_003143.1,1,3211516,3225455,+
474,NZ_CP009723.1,1,704062,718001,-
474,NZ_CP016273.1,1,2853837,2867776,+
474,NZ_CP064125.1,1,1335815,1349798,-
474,NZ_CP045145.1,1,1470539,1484490,-
474,NZ_CP009991.1,1,3753147,3767099,-
474,NZ_CP045258.1,1,3180004,3193987,+
474,NZ_CP064120.1,1,1702768,1716721,-
474,NZ_CP064127.1,1,1110171,1124118,-
474,NZ_CP009785.1,1,2440908,2454847,-
474,NC_017168.1,1,2556673,2570634,+
474,NZ_CP010247.1,1,3986009,3999956,+
474,NC_005810.1,1,3042497,3056450,+
474,NC_017160.1,1,3080724,3094677,-
474,NZ_CP019708.1,1,3988105,4002004,-
474,NZ_CP064117.1,1,3009356,3023309,+
474,NZ_CP006792.1,1,198146,212098,-
474,NC_014029.1,1,3155749,3169702,-
474,NC_008150.1,1,2595089,2609042,+
474,NZ_CP009844.1,1,1244748,1258687,+
474,NZ_CP045149.1,1,1221771,1235724,-
474,NC_010159.1,1,430213,444169,+
474,NZ_CP009906.1,1,982094,996047,+
474,NZ_CP006748.1,1,114449,128396,-
474,NZ_CP009704.1,1,1500785,1514737,+
474,NZ_CP064124.1,1,2828268,2842222,+
474,NZ_CP045163.1,1,2961928,2975881,+
474,NC_017265.1,1,2962013,2975965,+
473,NZ_CP033690.1,1,4194793,4202925,+
473,NC_017154.1,1,2888635,2896727,+
473,NC_003143.1,1,3203391,3211515,+
473,NZ_CP009723.1,1,718003,726111,-
473,NZ_CP016273.1,1,2845720,2853836,+
473,NZ_CP064125.1,1,1349800,1357916,-
473,NZ_CP045145.1,1,1484492,1492648,-
473,NZ_CP009991.1,1,3767101,3775225,-
473,NZ_CP045258.1,1,3171879,3180003,+
473,NZ_CP064120.1,1,1716723,1724823,-
473,NZ_CP064127.1,1,1124120,1132236,-
473,NZ_CP009785.1,1,2454849,2462965,-
473,NC_017168.1,1,2547877,2555964,+
473,NZ_CP010247.1,1,3977884,3986008,+
473,NC_005810.1,1,3034396,3042496,+
473,NC_017160.1,1,3094679,3102763,-
473,NZ_CP019708.1,1,4002006,4010114,-
473,NZ_CP064117.1,1,3001231,3009355,+
473,NZ_CP006792.1,1,212100,220216,-
473,NC_014029.1,1,3169704,3177796,-
473,NC_008150.1,1,2586940,2595088,+
473,NZ_CP009844.1,1,1236639,1244747,+
473,NZ_CP045149.1,1,1235726,1243834,-
473,NC_010159.1,1,422123,430212,+
473,NZ_CP009906.1,1,973945,982093,+
473,NZ_CP006748.1,1,128398,136522,-
473,NZ_CP009704.1,1,1492660,1500784,+
473,NZ_CP064124.1,1,2820167,2828267,+
473,NZ_CP045163.1,1,2953819,2961927,+
473,NC_017265.1,1,2953888,2962012,+
472,NZ_CP033690.1,1,4189629,4190951,+
472,NC_017154.1,1,2883471,2884793,+
472,NC_003143.1,1,3198227,3199549,+
472,NZ_CP009723.1,1,729952,731273,-
472,NZ_CP016273.1,1,2840556,2841878,+
472,NZ_CP064125.1,1,1361757,1363079,-
472,NZ_CP045145.1,1,1288540,1289853,-
472,NZ_CP045145.1,1,1496489,1497811,-
472,NZ_CP045258.1,1,3166715,3168037,+
472,NZ_CP064120.1,1,1728664,1729986,-
472,NC_017168.1,1,2542713,2544035,+
472,NC_017160.1,1,3106604,3107926,-
472,NZ_CP064117.1,1,2996529,2997851,+
472,NZ_CP006792.1,1,224057,225379,-
472,NC_014029.1,1,3181637,3182959,-
472,NC_008150.1,1,2581795,2583117,+
472,NZ_CP009844.1,1,1231476,1232798,+
472,NZ_CP045149.1,1,1247675,1248997,-
472,NZ_CP009906.1,1,968781,970103,+
472,NZ_CP045163.1,1,2948655,2949977,+
471,NZ_CP033690.1,1,4166895,4189628,+
471,NC_017154.1,1,2860720,2883470,+
471,NC_003143.1,1,3175497,3198226,+
471,NZ_CP009723.1,1,731275,754004,-
471,NZ_CP016273.1,1,2817826,2840555,+
471,NZ_CP064125.1,1,1363081,1385830,-
471,NZ_CP045145.1,1,1497813,1520562,-
471,NZ_CP009991.1,1,942347,965095,+
471,NZ_CP045258.1,1,3143965,3166714,+
471,NZ_CP064120.1,1,1729988,1752737,-
471,NZ_CP064127.1,1,1137420,1160169,-
471,NZ_CP009785.1,1,2468129,2490858,-
471,NC_017168.1,1,2519983,2542712,+
471,NZ_CP010247.1,1,3949968,3972700,+
471,NC_005810.1,1,3006163,3028912,+
471,NC_017160.1,1,3107928,3130657,-
471,NZ_CP019708.1,1,4015246,4037994,-
471,NZ_CP064117.1,1,2973779,2996528,+
471,NZ_CP006792.1,1,225381,248130,-
471,NC_014029.1,1,3182961,3205710,-
471,NC_008150.1,1,2559045,2581794,+
471,NZ_CP009844.1,1,1208746,1231475,+
471,NZ_CP045149.1,1,1248999,1271748,-
471,NC_010159.1,1,3265670,3288411,-
471,NZ_CP009906.1,1,946031,968780,+
471,NZ_CP006748.1,1,141706,164438,-
471,NZ_CP009704.1,1,4311576,4334324,-
471,NZ_CP064124.1,1,3123882,3146631,+
471,NZ_CP045163.1,1,2925905,2948654,+
471,NC_017265.1,1,1240961,1263710,-
470,NZ_CP033690.1,1,4162424,4164940,+
470,NC_017154.1,1,3179323,3181839,+
470,NC_003143.1,1,2828133,2830648,-
470,NZ_CP009723.1,1,1098866,1101382,+
470,NZ_CP016273.1,1,2470472,2472987,-
470,NZ_CP064125.1,1,1683265,1685781,+
470,NZ_CP045145.1,1,1816809,1819325,+
470,NZ_CP009991.1,1,640936,643451,-
470,NZ_CP045258.1,1,2843743,2846258,-
470,NZ_CP064120.1,1,2048377,2050893,+
470,NZ_CP064127.1,1,1456197,1458692,+
470,NZ_CP009785.1,1,2835657,2838173,+
470,NC_017168.1,1,2931787,2934303,+
470,NZ_CP010247.1,1,3652692,3655206,-
470,NC_005810.1,1,2592228,2594743,-
470,NC_017160.1,1,2778933,2781449,+
470,NZ_CP019708.1,1,4382771,4385287,+
470,NZ_CP064117.1,1,2674321,2676836,-
470,NZ_CP006792.1,1,544773,547289,+
470,NC_014029.1,1,2884760,2887275,-
470,NC_008150.1,1,2255183,2257698,-
470,NZ_CP009844.1,1,1798712,1801228,+
470,NZ_CP045149.1,1,1568836,1571352,+
470,NC_010159.1,1,1840212,1842736,-
470,NZ_CP009906.1,1,642178,644693,-
