block,species,chr,chr_beg,chr_end,orientation
85,NC_017160.1,1,316749,323803,-
85,NZ_CP019708.1,1,2235371,2242433,+
85,NZ_CP064117.1,1,3866459,3873507,+
85,NZ_CP006792.1,1,3841112,3848166,-
85,NC_014029.1,1,314719,321794,-
85,NC_008150.1,1,4468092,4475182,+
85,NZ_CP009844.1,1,4304233,4311267,+
85,NZ_CP045149.1,1,373411,380451,-
85,NC_010159.1,1,1353462,1360485,-
85,NZ_CP009906.1,1,2581943,2589031,-
85,NZ_CP006748.1,1,3059067,3066115,+
85,NZ_CP009704.1,1,3742166,3749207,+
85,NZ_CP064124.1,1,425333,432359,-
85,NZ_CP045163.1,1,3817700,3824762,+
85,NC_017265.1,1,671541,678582,+
84,NZ_CP033690.1,1,1798275,1809262,+
84,NC_017154.1,1,321799,332803,-
84,NC_003143.1,1,325410,336415,-
84,NZ_CP009723.1,1,3600727,3611732,+
84,NZ_CP016273.1,1,4206971,4217976,+
84,NZ_CP064125.1,1,3990338,4001343,+
84,NZ_CP045145.1,1,625063,636068,-
84,NZ_CP009991.1,1,1534513,1545518,-
84,NZ_CP045258.1,1,528819,539824,-
84,NZ_CP064120.1,1,3750060,3761065,+
84,NZ_CP064127.1,1,211796,222819,-
84,NZ_CP009785.1,1,671127,682132,+
84,NC_017168.1,1,769399,780404,+
84,NZ_CP010247.1,1,991234,1002257,-
84,NC_005810.1,1,506416,517421,-
84,NC_017160.1,1,323805,334810,-
84,NZ_CP019708.1,1,2224401,2235370,+
84,NZ_CP064117.1,1,3855453,3866458,+
84,NZ_CP006792.1,1,3848168,3859173,-
84,NC_014029.1,1,321796,332801,-
84,NC_008150.1,1,4457087,4468091,+
84,NZ_CP009844.1,1,4293227,4304232,+
84,NZ_CP045149.1,1,380453,391458,-
84,NC_010159.1,1,758656,769634,+
84,NZ_CP009906.1,1,2589033,2600036,-
84,NZ_CP006748.1,1,3048043,3059066,+
84,NZ_CP009704.1,1,3731160,3742165,+
84,NZ_CP064124.1,1,432361,443384,-
84,NZ_CP045163.1,1,3806694,3817699,+
84,NC_017265.1,1,660535,671540,+
83,NZ_CP033690.1,1,1785900,1798273,+
83,NC_017154.1,1,332804,345178,-
83,NC_003143.1,1,336416,348789,-
83,NZ_CP009723.1,1,3588352,3600725,+
83,NZ_CP016273.1,1,4194596,4206969,+
83,NZ_CP064125.1,1,3977963,3990336,+
83,NZ_CP045145.1,1,636069,648442,-
83,NZ_CP009991.1,1,1545519,1557892,-
83,NZ_CP045258.1,1,539825,552198,-
83,NZ_CP064120.1,1,3737685,3750058,+
83,NZ_CP064127.1,1,222820,235169,-
83,NZ_CP009785.1,1,658752,671125,+
83,NC_017168.1,1,757024,769397,+
83,NZ_CP010247.1,1,1002258,1014607,-
83,NC_005810.1,1,517422,529815,-
83,NC_017160.1,1,334811,347184,-
83,NZ_CP019708.1,1,2212027,2224399,+
83,NZ_CP064117.1,1,3843078,3855451,+
83,NZ_CP006792.1,1,3859174,3871547,-
83,NC_014029.1,1,332802,345191,-
83,NC_008150.1,1,4442723,4455132,+
83,NZ_CP009844.1,1,4280852,4293225,+
83,NZ_CP045149.1,1,391459,403832,-
83,NC_010159.1,1,745595,758654,+
83,NZ_CP009906.1,1,2601991,2614399,-
83,NZ_CP006748.1,1,3035692,3048041,+
83,NZ_CP009704.1,1,3718785,3731158,+
83,NZ_CP064124.1,1,443385,455778,-
83,NZ_CP045163.1,1,3794319,3806692,+
83,NC_017265.1,1,648160,660533,+
82,NZ_CP033690.1,1,1737048,1785899,+
82,NC_017154.1,1,345180,394262,-
82,NC_003143.1,1,348791,398430,-
82,NZ_CP009723.1,1,3538712,3588351,+
82,NZ_CP016273.1,1,4144956,4194595,+
82,NZ_CP064125.1,1,3928875,3977962,+
82,NZ_CP045145.1,1,648444,697540,-
82,NZ_CP009991.1,1,1557894,1606871,-
82,NZ_CP045258.1,1,552200,601296,-
82,NZ_CP064120.1,1,3688717,3737684,+
82,NZ_CP064127.1,1,235171,284100,-
82,NZ_CP009785.1,1,609112,658751,+
82,NC_017168.1,1,707384,757023,+
82,NZ_CP010247.1,1,1014609,1063519,-
82,NC_005810.1,1,529817,578746,-
82,NC_017160.1,1,347186,396282,-
82,NZ_CP019708.1,1,2162395,2212026,+
82,NZ_CP064117.1,1,3794104,3843077,+
82,NZ_CP006792.1,1,3871549,3920399,-
82,NC_014029.1,1,403000,451930,-
82,NC_008150.1,1,4393635,4442722,+
82,NZ_CP009844.1,1,4231212,4280851,+
82,NZ_CP045149.1,1,403834,452930,-
82,NC_010159.1,1,696517,745594,+
82,NZ_CP009906.1,1,2614401,2663488,-
82,NZ_CP006748.1,1,2986903,3035691,+
82,NZ_CP009704.1,1,3669805,3718784,+
82,NZ_CP064124.1,1,455780,504632,-
82,NZ_CP045163.1,1,3745349,3794318,+
82,NC_017265.1,1,599180,648159,+
81,NZ_CP033690.1,1,1710871,1728488,+
81,NC_017154.1,1,4079182,4096776,-
81,NC_003143.1,1,3928775,3946392,+
81,NZ_CP009723.1,1,4641898,4659530,-
81,NZ_CP016273.1,1,3571834,3589450,+
81,NZ_CP064125.1,1,3902696,3920314,+
81,NZ_CP045145.1,1,706100,724427,-
81,NZ_CP009991.1,1,1615430,1633045,-
81,NZ_CP045258.1,1,609856,627472,-
81,NZ_CP064120.1,1,3662540,3680157,+
81,NZ_CP064127.1,1,292661,310252,-
81,NZ_CP009785.1,1,1716198,1733814,-
81,NC_017168.1,1,1812914,1830530,-
81,NZ_CP010247.1,1,304667,322274,+
81,NC_005810.1,1,587306,604921,-
81,NC_017160.1,1,3905616,3923235,+
81,NZ_CP019708.1,1,3267889,3285505,-
81,NZ_CP064117.1,1,3767927,3785544,+
81,NZ_CP006792.1,1,3928959,3946575,-
81,NC_014029.1,1,4139076,4156692,-
81,NC_008150.1,1,84699,102315,+
81,NZ_CP009844.1,1,682025,699641,-
81,NZ_CP045149.1,1,461490,479106,-
81,NC_010159.1,1,4205550,4223156,-
81,NZ_CP009906.1,1,3179953,3197570,+
81,NZ_CP006748.1,1,3728075,3745681,-
81,NZ_CP009704.1,1,3643629,3661245,+
81,NZ_CP064124.1,1,687519,705150,-
81,NZ_CP045163.1,1,3719172,3736789,+
81,NC_017265.1,1,573004,590620,+
80,NZ_CP033690.1,1,1683621,1710870,+
80,NC_017154.1,1,4096778,4123317,-
80,NC_003143.1,1,3902260,3928774,+
80,NZ_CP009723.1,1,1,26500,-
80,NZ_CP016273.1,1,3545319,3571833,+
80,NZ_CP064125.1,1,3876178,3902695,+
80,NZ_CP045145.1,1,724429,750967,-
80,NZ_CP009991.1,1,1633047,1659583,-
80,NZ_CP045258.1,1,627474,653991,-
80,NZ_CP064120.1,1,3636001,3662539,+
80,NZ_CP064127.1,1,310254,336790,-
80,NZ_CP009785.1,1,1733816,1760330,-
80,NC_017168.1,1,1830532,1857046,-
80,NZ_CP010247.1,1,278127,304666,+
80,NC_005810.1,1,604923,631461,-
80,NC_017160.1,1,3879102,3905615,+
80,NZ_CP019708.1,1,3285507,3312042,-
80,NZ_CP064117.1,1,3741389,3767926,+
80,NZ_CP006792.1,1,3946577,3973115,-
80,NC_014029.1,1,4156694,4183233,-
80,NC_008150.1,1,58184,84698,+
80,NZ_CP009844.1,1,699643,726157,-
80,NZ_CP045149.1,1,479108,505646,-
80,NC_010159.1,1,4223158,4250362,-
80,NZ_CP009906.1,1,3153439,3179952,+
80,NZ_CP006748.1,1,3745683,3772222,-
80,NZ_CP009704.1,1,3617089,3643628,+
80,NZ_CP064124.1,1,705152,731688,-
80,NZ_CP045163.1,1,3692633,3719171,+
80,NC_017265.1,1,546465,573003,+
79,NZ_CP033690.1,1,1668598,1682120,+
79,NC_017154.1,1,880469,893991,+
79,NC_003143.1,1,1108967,1122512,-
79,NZ_CP009723.1,1,2814616,2828138,+
79,NZ_CP016273.1,1,842713,856258,-
79,NZ_CP064125.1,1,3599363,3612909,-
79,NZ_CP009991.1,1,1661072,1674617,-
79,NZ_CP045258.1,1,917241,930759,+
79,NZ_CP064120.1,1,763924,777430,+
79,NZ_CP009785.1,1,4547915,4561437,+
79,NC_017168.1,1,4536531,4550053,+
79,NC_005810.1,1,3824361,3837906,-
79,NC_017160.1,1,882579,896101,+
79,NZ_CP019708.1,1,1950876,1964393,-
79,NZ_CP064117.1,1,767700,781206,+
79,NZ_CP006792.1,1,2165229,2178735,+
79,NC_014029.1,1,862882,876427,-
79,NC_008150.1,1,3701091,3714636,-
79,NZ_CP009844.1,1,3506477,3519999,+
79,NZ_CP045149.1,1,3503418,3516958,-
79,NZ_CP009906.1,1,2089671,2103216,-
79,NZ_CP009704.1,1,3602055,3615576,+
79,NZ_CP064124.1,1,3864258,3877780,+
79,NZ_CP045163.1,1,994198,1007712,-
79,NC_017265.1,1,531430,544952,+
78,NZ_CP033690.1,1,1645168,1653140,+
78,NC_017154.1,1,857040,865012,+
78,NC_003143.1,1,1137970,1145942,-
78,NZ_CP009723.1,1,2791187,2799159,+
78,NZ_CP016273.1,1,871716,879688,-
78,NZ_CP064125.1,1,3628368,3636340,-
78,NZ_CP045145.1,1,3803039,3811005,+
78,NZ_CP009991.1,1,1690076,1698048,-
78,NZ_CP045258.1,1,893811,901783,+
78,NZ_CP064120.1,1,740494,748466,+
78,NZ_CP009785.1,1,4524486,4532458,+
78,NC_017168.1,1,4513102,4521074,+
78,NC_005810.1,1,3853365,3861636,-
78,NC_017160.1,1,859148,867122,+
78,NZ_CP019708.1,1,1979857,1987825,-
78,NZ_CP064117.1,1,744270,752242,+
78,NZ_CP006792.1,1,2141799,2149771,+
78,NC_014029.1,1,891885,899856,-
78,NC_008150.1,1,3730806,3738778,-
78,NZ_CP009844.1,1,3483048,3491020,+
78,NZ_CP045149.1,1,3532417,3540389,-
78,NZ_CP009906.1,1,2119386,2127358,-
78,NZ_CP009704.1,1,3578626,3586598,+
78,NZ_CP064124.1,1,3840529,3848800,+
78,NZ_CP045163.1,1,1023171,1031143,-
78,NC_017265.1,1,507999,515971,+
77,NZ_CP033690.1,1,1620672,1635492,+
77,NC_017154.1,1,4167675,4182497,-
77,NC_003143.1,1,4180824,4195644,-
77,NZ_CP009723.1,1,4394606,4409426,+
77,NZ_CP016273.1,1,3823874,3838694,-
77,NZ_CP064125.1,1,4088039,4102859,-
77,NZ_CP045145.1,1,4227462,4242282,-
77,NZ_CP009991.1,1,1707723,1722543,-
77,NZ_CP045258.1,1,427305,442125,+
77,NZ_CP064120.1,1,3847765,3862585,-
77,NZ_CP064127.1,1,4269126,4283965,-
77,NZ_CP009785.1,1,1468921,1483741,+
77,NC_017168.1,1,1566207,1581027,+
77,NZ_CP010247.1,1,500077,514902,-
77,NC_005810.1,1,3441488,3456327,-
77,NC_017160.1,1,4153704,4168525,-
77,NZ_CP019708.1,1,3020623,3035443,+
77,NZ_CP064117.1,1,3953165,3967985,-
77,NZ_CP006792.1,1,2853353,2868173,-
77,NC_014029.1,1,4227616,4242438,-
77,NC_008150.1,1,4037916,4052736,-
77,NZ_CP009844.1,1,432883,447703,+
77,NZ_CP045149.1,1,278923,293743,+
77,NC_010159.1,1,472911,487736,+
77,NZ_CP009906.1,1,3004365,3019185,+
77,NZ_CP006748.1,1,3535430,3550256,+
77,NZ_CP009704.1,1,3554189,3569009,+
77,NZ_CP064124.1,1,3557002,3571841,-
77,NZ_CP045163.1,1,3904420,3919240,-
77,NC_017265.1,1,483503,498323,+
76,NZ_CP033690.1,1,1606333,1619072,+
76,NC_017154.1,1,4184098,4196814,-
76,NC_003143.1,1,4197245,4209959,-
76,NZ_CP009723.1,1,4380291,4393006,+
76,NZ_CP016273.1,1,3840295,3853033,-
76,NZ_CP064125.1,1,4104460,4117174,-
76,NZ_CP045145.1,1,4243883,4256597,-
76,NZ_CP009991.1,1,1724144,1736858,-
76,NZ_CP045258.1,1,412990,425705,+
76,NZ_CP064120.1,1,3864186,3876900,-
76,NZ_CP064127.1,1,4284856,4297570,-
76,NZ_CP009785.1,1,1454606,1467321,+
76,NC_017168.1,1,1551892,1564607,+
76,NZ_CP010247.1,1,515793,528507,-
76,NC_005810.1,1,3457217,3469931,-
76,NC_017160.1,1,4170126,4182840,-
76,NZ_CP019708.1,1,3006308,3019023,+
76,NZ_CP064117.1,1,3969586,3982300,-
76,NZ_CP006792.1,1,2869774,2882488,-
76,NC_014029.1,1,4244039,4256753,-
76,NC_008150.1,1,4054337,4067051,-
76,NZ_CP009844.1,1,418566,431281,+
76,NZ_CP045149.1,1,264608,277323,+
76,NC_010159.1,1,2934019,2946753,+
76,NZ_CP009906.1,1,2990050,3002765,+
76,NZ_CP006748.1,1,3521825,3534540,+
76,NZ_CP009704.1,1,3539876,3552591,+
76,NZ_CP064124.1,1,3572731,3585445,-
76,NZ_CP045163.1,1,3920841,3933555,-
76,NC_017265.1,1,469188,481903,+
75,NZ_CP033690.1,1,1579501,1589299,+
75,NC_017154.1,1,4213789,4223587,-
75,NC_003143.1,1,4226994,4236792,-
75,NZ_CP009723.1,1,4353460,4363258,+
75,NZ_CP016273.1,1,3870068,3879866,-
75,NZ_CP064125.1,1,4134210,4144008,-
75,NZ_CP045145.1,1,4273632,4283430,-
75,NZ_CP009991.1,1,1753892,1763690,-
75,NZ_CP045258.1,1,386158,395956,+
75,NZ_CP064120.1,1,3893935,3903733,-
75,NZ_CP064127.1,1,4107811,4117597,-
75,NZ_CP009785.1,1,1427774,1437572,+
75,NC_017168.1,1,1525060,1534858,+
75,NZ_CP010247.1,1,340630,350416,-
75,NC_005810.1,1,3652753,3662547,+
75,NC_017160.1,1,4199875,4209673,-
75,NZ_CP019708.1,1,2979475,2989273,+
75,NZ_CP064117.1,1,3999335,4009133,-
75,NZ_CP006792.1,1,2899461,2909259,-
75,NC_014029.1,1,4273801,4283599,-
75,NC_008150.1,1,3837881,3847679,-
75,NZ_CP009844.1,1,391733,401531,+
75,NZ_CP045149.1,1,237776,247574,+
75,NC_010159.1,1,1979306,1989100,+
75,NZ_CP009906.1,1,2230875,2240673,-
75,NZ_CP006748.1,1,3699934,3709720,+
75,NZ_CP009704.1,1,3513107,3522905,+
75,NZ_CP064124.1,1,92775,102569,+
75,NZ_CP045163.1,1,3950590,3960388,-
75,NC_017265.1,1,442356,452154,+
74,NZ_CP033690.1,1,1542154,1577557,+
74,NC_017154.1,1,4225531,4260913,-
74,NC_003143.1,1,4238736,4274124,-
74,NZ_CP009723.1,1,4316093,4351516,+
74,NZ_CP016273.1,1,3881810,3917261,-
74,NZ_CP064125.1,1,4145952,4181417,-
74,NZ_CP045145.1,1,4285374,4320814,-
74,NZ_CP009991.1,1,1765634,1800972,-
74,NZ_CP045258.1,1,348769,384214,+
74,NZ_CP064120.1,1,3905677,3941017,-
74,NZ_CP064127.1,1,4117599,4152945,-
74,NZ_CP009785.1,1,1390400,1425830,+
74,NC_017168.1,1,1487714,1523116,+
74,NZ_CP010247.1,1,350418,385778,-
74,NC_005810.1,1,3615490,3650809,+
74,NC_017160.1,1,4211617,4247011,-
74,NZ_CP019708.1,1,2942170,2977531,+
74,NZ_CP064117.1,1,4011077,4046424,-
74,NZ_CP006792.1,1,2911202,2946542,-
74,NC_014029.1,1,4285543,4320994,-
74,NC_008150.1,1,255270,290768,+
74,NZ_CP009844.1,1,354317,389789,+
74,NZ_CP045149.1,1,199050,235832,+
74,NC_010159.1,1,3857494,3892814,-
74,NZ_CP009906.1,1,3350524,3386022,+
74,NZ_CP006748.1,1,3664566,3699933,+
74,NZ_CP009704.1,1,3475825,3511163,+
74,NZ_CP064124.1,1,4272519,4307841,-
74,NZ_CP045163.1,1,3962332,3997679,-
74,NC_017265.1,1,405075,440412,+
73,NZ_CP033690.1,1,1520861,1539244,+
73,NC_017154.1,1,4263823,4282170,-
73,NC_003143.1,1,4277034,4295356,-
73,NZ_CP009723.1,1,4294781,4313184,+
73,NZ_CP016273.1,1,3920171,3938536,-
73,NZ_CP064125.1,1,4184327,4202719,-
73,NZ_CP045145.1,1,4323724,4342071,-
73,NZ_CP009991.1,1,1803882,1822246,-
73,NZ_CP045258.1,1,327467,345859,+
73,NZ_CP064120.1,1,3943927,3962310,-
73,NZ_CP064127.1,1,4155855,4174247,-
73,NZ_CP009785.1,1,1369078,1387490,+
73,NC_017168.1,1,1466428,1484804,+
73,NZ_CP010247.1,1,388688,407098,-
73,NC_005810.1,1,3594224,3612580,+
73,NC_017160.1,1,4249921,4268250,-
73,NZ_CP019708.1,1,2920925,2939260,+
73,NZ_CP064117.1,1,4049334,4067726,-
73,NZ_CP006792.1,1,2949452,2967889,-
73,NC_014029.1,1,4323904,4342278,-
73,NC_008150.1,1,232058,250392,+
73,NZ_CP009844.1,1,333058,351407,+
73,NZ_CP045149.1,1,177802,196140,+
73,NC_010159.1,1,584522,602861,+
73,NZ_CP009906.1,1,3327313,3345646,+
73,NZ_CP006748.1,1,3643273,3661656,+
73,NZ_CP009704.1,1,3454551,3472915,+
73,NZ_CP064124.1,1,4310751,4329107,-
73,NZ_CP045163.1,1,4000589,4018999,-
73,NC_017265.1,1,383801,402165,+
72,NZ_CP033690.1,1,1507789,1520859,+
72,NC_017154.1,1,4282171,4295242,-
72,NC_003143.1,1,4295357,4308419,-
72,NZ_CP009723.1,1,4281719,4294779,+
72,NZ_CP016273.1,1,3938537,3951607,-
72,NZ_CP064125.1,1,4202720,4215790,-
72,NZ_CP045145.1,1,4342072,4355142,-
72,NZ_CP009991.1,1,1822247,1835316,-
72,NZ_CP045258.1,1,314396,327465,+
72,NZ_CP064120.1,1,3962311,3975381,-
72,NZ_CP064127.1,1,4174248,4187317,-
72,NZ_CP009785.1,1,1356007,1369076,+
72,NC_017168.1,1,1453357,1466426,+
72,NZ_CP010247.1,1,407099,420169,-
72,NC_005810.1,1,3581153,3594222,+
72,NC_017160.1,1,4268251,4281321,-
72,NZ_CP019708.1,1,2907861,2920923,+
72,NZ_CP064117.1,1,4067727,4080797,-
72,NZ_CP006792.1,1,2967890,2980960,-
72,NC_014029.1,1,4342279,4355349,-
72,NC_008150.1,1,218987,232056,+
72,NZ_CP009844.1,1,319987,333056,+
72,NZ_CP045149.1,1,164731,177800,+
72,NC_010159.1,1,569409,583202,+
72,NZ_CP009906.1,1,3314242,3327311,+
72,NZ_CP006748.1,1,3630202,3643271,+
72,NZ_CP009704.1,1,3441481,3454549,+
72,NZ_CP064124.1,1,4329108,4342178,-
72,NZ_CP045163.1,1,4019000,4032070,-
72,NC_017265.1,1,370731,383799,+
71,NZ_CP033690.1,1,1492383,1507787,+
71,NC_017154.1,1,4295243,4310648,-
71,NC_003143.1,1,4308420,4323825,-
71,NZ_CP009723.1,1,4264344,4279764,+
71,NZ_CP016273.1,1,3951608,3967013,-
71,NZ_CP064125.1,1,4215791,4231196,-
71,NZ_CP045145.1,1,4355143,4370548,-
71,NZ_CP009991.1,1,1835317,1850722,-
71,NZ_CP045258.1,1,298990,314394,+
71,NZ_CP064120.1,1,3975382,3990787,-
71,NZ_CP064127.1,1,4187318,4202723,-
71,NZ_CP009785.1,1,1340601,1356005,+
71,NC_017168.1,1,1437951,1453355,+
71,NZ_CP010247.1,1,420170,435579,-
71,NC_005810.1,1,3565747,3581151,+
71,NC_017160.1,1,4281322,4296727,-
71,NZ_CP019708.1,1,2892455,2907859,+
71,NZ_CP064117.1,1,4080798,4096203,-
71,NZ_CP006792.1,1,2980961,2996366,-
71,NC_014029.1,1,4355350,4370755,-
71,NC_008150.1,1,203581,218985,+
71,NZ_CP009844.1,1,304581,319985,+
71,NZ_CP045149.1,1,149325,164729,+
71,NC_010159.1,1,554003,569407,+
71,NZ_CP009906.1,1,3298836,3314240,+
71,NZ_CP006748.1,1,3614796,3630200,+
71,NZ_CP009704.1,1,3426075,3441479,+
71,NZ_CP064124.1,1,4342179,4357584,-
71,NZ_CP045163.1,1,4032071,4047476,-
71,NC_017265.1,1,355325,370729,+
70,NZ_CP033690.1,1,1456106,1489161,+
70,NC_017154.1,1,4313871,4346928,-
70,NC_003143.1,1,4327047,4360101,-
70,NZ_CP009723.1,1,4228068,4261122,+
70,NZ_CP016273.1,1,271915,304958,+
70,NZ_CP064125.1,1,4234418,4267472,-
70,NZ_CP045145.1,1,4373770,4406825,-
70,NZ_CP009991.1,1,1853944,1886999,-
70,NZ_CP045258.1,1,262713,295768,+
70,NZ_CP064120.1,1,3994009,4027064,-
70,NZ_CP064127.1,1,4205945,4237705,-
70,NZ_CP009785.1,1,1304325,1337379,+
70,NC_017168.1,1,1399716,1432770,+
70,NZ_CP010247.1,1,438801,470568,-
70,NC_005810.1,1,3530762,3562525,+
70,NC_017160.1,1,4299949,4333003,-
70,NZ_CP019708.1,1,2856198,2889233,+
70,NZ_CP064117.1,1,4099425,4132480,-
70,NZ_CP006792.1,1,2999589,3032644,-
70,NC_014029.1,1,4373977,4407031,-
70,NC_008150.1,1,165345,198400,+
70,NZ_CP009844.1,1,268304,301358,+
70,NZ_CP045149.1,1,113048,146103,+
70,NC_010159.1,1,517727,549510,+
70,NZ_CP009906.1,1,3260600,3293655,+
70,NZ_CP006748.1,1,3579807,3611574,+
70,NZ_CP009704.1,1,3389800,3422854,+
70,NZ_CP064124.1,1,4360806,4392587,-
70,NZ_CP045163.1,1,4050698,4083753,-
70,NC_017265.1,1,319048,352103,+
69,NZ_CP033690.1,1,1431770,1454086,+
69,NC_017154.1,1,4348948,4371262,-
69,NC_003143.1,1,4362121,4384435,-
69,NZ_CP009723.1,1,4203733,4226048,+
69,NZ_CP016273.1,1,247581,269895,+
69,NZ_CP064125.1,1,4269492,4291807,-
69,NZ_CP045145.1,1,4408845,4431159,-
69,NZ_CP009991.1,1,1889019,1911293,-
69,NZ_CP045258.1,1,238919,260693,+
69,NZ_CP064120.1,1,4029084,4051397,-
69,NZ_CP064127.1,1,4241055,4263376,-
69,NZ_CP009785.1,1,1279990,1302305,+
69,NC_017168.1,1,1375381,1397696,+
69,NZ_CP010247.1,1,472588,494327,-
69,NC_005810.1,1,3506463,3528742,+
69,NC_017160.1,1,4335023,4357337,-
69,NZ_CP019708.1,1,2831913,2854178,+
69,NZ_CP064117.1,1,4134500,4156813,-
69,NZ_CP006792.1,1,3034664,3056436,-
69,NC_014029.1,1,4409051,4430825,-
69,NC_008150.1,1,141550,163325,+
69,NZ_CP009844.1,1,243969,266284,+
69,NZ_CP045149.1,1,88785,111028,+
69,NC_010159.1,1,493486,515707,+
69,NZ_CP009906.1,1,3236805,3258580,+
69,NZ_CP006748.1,1,3556006,3577787,+
69,NZ_CP009704.1,1,3365505,3387780,+
69,NZ_CP064124.1,1,4396575,4418845,-
69,NZ_CP045163.1,1,4085773,4108086,-
69,NC_017265.1,1,294754,317028,+
68,NZ_CP033690.1,1,1417072,1426011,+
68,NC_017154.1,1,4377021,4385960,-
68,NC_003143.1,1,4390193,4399132,-
68,NZ_CP009723.1,1,4189036,4197975,+
68,NZ_CP016273.1,1,232883,241822,+
68,NZ_CP064125.1,1,4297567,4306506,-
68,NZ_CP045145.1,1,4436918,4445857,-
68,NZ_CP009991.1,1,1917052,1925991,-
68,NZ_CP045258.1,1,224221,233160,+
68,NZ_CP064120.1,1,4057156,4066095,-
68,NZ_CP064127.1,1,356600,365539,+
68,NZ_CP009785.1,1,1265292,1274231,+
68,NC_017168.1,1,1360683,1369622,+
68,NZ_CP010247.1,1,249377,258316,-
68,NC_005810.1,1,3491765,3500704,+
68,NC_017160.1,1,4363156,4372094,-
68,NZ_CP019708.1,1,2817224,2826163,+
68,NZ_CP064117.1,1,4162572,4171511,-
68,NZ_CP006792.1,1,3062195,3071134,-
68,NC_014029.1,1,4436584,4445523,-
68,NC_008150.1,1,126852,135791,+
68,NZ_CP009844.1,1,229271,238210,+
68,NZ_CP045149.1,1,74087,83026,+
68,NC_010159.1,1,118898,127852,+
68,NZ_CP009906.1,1,3222107,3231046,+
68,NZ_CP006748.1,1,3792032,3800971,+
68,NZ_CP009704.1,1,3350807,3359746,+
68,NZ_CP064124.1,1,4424604,4433543,-
68,NZ_CP045163.1,1,4113845,4122784,-
68,NC_017265.1,1,280056,288995,+
67,NZ_CP033690.1,1,1399211,1417071,+
67,NC_017154.1,1,4385962,4403822,-
67,NC_003143.1,1,4399134,4416993,-
67,NZ_CP009723.1,1,4171175,4189035,+
67,NZ_CP016273.1,1,215022,232882,+
67,NZ_CP064125.1,1,4306508,4324367,-
67,NZ_CP045145.1,1,4445859,4463718,-
67,NZ_CP009991.1,1,1925993,1943851,-
67,NZ_CP045258.1,1,206360,224220,+
67,NZ_CP064120.1,1,4066097,4083956,-
67,NZ_CP064127.1,1,338739,356599,+
67,NZ_CP009785.1,1,1247431,1265291,+
67,NC_017168.1,1,1342822,1360682,+
67,NZ_CP010247.1,1,258318,276177,-
67,NC_005810.1,1,3473910,3491764,+
67,NC_017160.1,1,4372096,4389955,-
67,NZ_CP019708.1,1,2799372,2817223,+
67,NZ_CP064117.1,1,4171513,4189372,-
67,NZ_CP006792.1,1,3071136,3088995,-
67,NC_014029.1,1,4445525,4463384,-
67,NC_008150.1,1,108991,126851,+
67,NZ_CP009844.1,1,211410,229270,+
67,NZ_CP045149.1,1,56226,74086,+
67,NC_010159.1,1,4125857,4143690,-
67,NZ_CP009906.1,1,3204246,3222106,+
67,NZ_CP006748.1,1,3774171,3792031,+
67,NZ_CP009704.1,1,3332947,3350806,+
67,NZ_CP064124.1,1,4433545,4451395,-
67,NZ_CP045163.1,1,4122786,4140645,-
67,NC_017265.1,1,262196,280055,+
66,NZ_CP033690.1,1,1390434,1397188,+
66,NC_017154.1,1,119253,126008,+
66,NC_003143.1,1,120267,127047,+
66,NZ_CP009723.1,1,3807404,3814138,-
66,NZ_CP016273.1,1,4416337,4423062,-
66,NZ_CP064125.1,1,4476527,4483263,-
66,NZ_CP045145.1,1,4465741,4472493,-
66,NZ_CP009991.1,1,1945874,1952600,-
66,NZ_CP045258.1,1,4475471,4482207,-
66,NZ_CP064120.1,1,4085979,4092705,-
66,NZ_CP064127.1,1,4341890,4348637,-
66,NZ_CP009785.1,1,879759,886485,-
66,NC_017168.1,1,978055,984789,-
66,NZ_CP010247.1,1,572841,579580,-
66,NC_005810.1,1,121010,127773,+
66,NC_017160.1,1,119314,126084,+
66,NZ_CP019708.1,1,2433025,2439739,-
66,NZ_CP064117.1,1,4191395,4198129,-
66,NZ_CP006792.1,1,3091018,3097752,-
66,NC_014029.1,1,119253,126015,+
66,NC_008150.1,1,302436,309180,+
66,NZ_CP009844.1,1,4499923,4506641,-
66,NZ_CP045149.1,1,4386603,4393347,-
66,NC_010159.1,1,4036518,4043229,-
66,NZ_CP009906.1,1,3397689,3404433,+
66,NZ_CP006748.1,1,3470754,3477492,+
66,NZ_CP009704.1,1,3324162,3330924,+
66,NZ_CP064124.1,1,4453418,4460135,-
66,NZ_CP045163.1,1,4142668,4149394,-
66,NC_017265.1,1,253411,260173,+
65,NZ_CP033690.1,1,1380704,1387012,+
65,NC_017154.1,1,109523,115831,+
65,NC_003143.1,1,110537,116845,+
65,NZ_CP009723.1,1,3817597,3823905,-
65,NZ_CP016273.1,1,4426521,4432829,-
65,NZ_CP064125.1,1,4486722,4493030,-
65,NZ_CP045145.1,1,4475952,4482260,-
65,NZ_CP009991.1,1,1956059,1962367,-
65,NZ_CP045258.1,1,4485666,4491974,-
65,NZ_CP064120.1,1,4096164,4102472,-
65,NZ_CP064127.1,1,4352069,4358377,-
65,NZ_CP009785.1,1,889944,896252,-
65,NC_017168.1,1,988248,994556,-
65,NZ_CP010247.1,1,583012,589320,-
65,NC_005810.1,1,111270,117578,+
65,NC_017160.1,1,109584,115892,+
65,NZ_CP019708.1,1,2443198,2449506,-
65,NZ_CP064117.1,1,4201588,4207896,-
